temp,location,clouds,pressure,rain,time_stamp,humidity,wind,is_Raining,ts_hour
47.84,Boston University,0.89,1022.34,0.0,2018-12-15 15:45:01,0.87,3.88,False,2018-12-15 15:00:00
40.65,North Station,0.94,1013.77,0.0,2018-11-26 04:55:43,0.92,2.76,False,2018-11-26 04:00:00
38.41,Boston University,0.48,991.7,0.0,2018-11-28 14:06:22,0.67,11.54,False,2018-11-28 14:00:00
42.78,Back Bay,0.18,1023.04,0.0,2018-12-16 00:45:01,0.71,6.33,False,2018-12-16 00:00:00
44.42,Fenway,0.97,1007.91,0.0062,2018-11-26 22:42:24,0.88,9.53,True,2018-11-26 22:00:00
55.33,South Station,0.48,999.24,0.0,2018-12-03 16:52:54,0.68,15.97,False,2018-12-03 16:00:00
37.86,Beacon Hill,0.95,1017.5,0.0,2018-11-30 23:52:54,0.66,3.76,False,2018-11-30 23:00:00
38.46,Back Bay,0.65,997.43,0.0,2018-11-29 01:32:08,0.72,10.06,False,2018-11-29 01:00:00
42.46,Beacon Hill,0.58,1007.66,0.0,2018-11-29 19:52:54,0.54,10.74,False,2018-11-29 19:00:00
38.05,Haymarket Square,1.0,1020.07,0.0193,2018-12-02 07:52:54,0.86,1.96,True,2018-12-02 07:00:00
29.83,Northeastern University,0.04,1016.53,0.0,2018-11-30 11:52:54,0.84,3.18,False,2018-11-30 11:00:00
41.53,Theatre District,0.87,990.04,0.0,2018-11-27 17:45:20,0.79,12.23,False,2018-11-27 17:00:00
28.16,North End,0.34,1034.71,0.0,2018-12-14 07:45:01,0.77,2.49,False,2018-12-14 07:00:00
39.41,Boston University,0.22,1033.59,0.0,2018-12-14 15:45:01,0.66,3.12,False,2018-12-14 15:00:00
39.26,Beacon Hill,0.44,1022.8,0.0,2018-12-16 07:45:02,0.74,7.19,False,2018-12-16 07:00:00
34.82,North Station,0.83,1001.66,0.032,2018-12-18 05:45:01,0.65,12.36,True,2018-12-18 05:00:00
32.7,Financial District,0.84,1034.68,0.0,2018-12-13 22:45:02,0.61,2.36,False,2018-12-13 22:00:00
34.81,Northeastern University,0.15,991.57,0.0,2018-11-28 07:24:05,0.8,6.4,False,2018-11-28 07:00:00
44.58,South Station,0.93,988.55,0.0,2018-11-27 14:15:20,0.89,9.43,False,2018-11-27 14:00:00
43.79,North Station,1.0,997.49,0.013,2018-11-27 06:15:20,0.91,11.45,True,2018-11-27 06:00:00
29.91,Back Bay,0.04,1016.53,0.0,2018-11-30 11:52:54,0.84,3.17,False,2018-11-30 11:00:00
33.58,Financial District,0.13,991.17,0.0,2018-11-28 10:02:08,0.82,5.61,False,2018-11-28 10:00:00
31.62,Haymarket Square,0.76,1034.39,0.0,2018-12-13 21:45:01,0.63,2.05,False,2018-12-13 21:00:00
44.53,Beacon Hill,0.99,990.79,0.029,2018-11-27 10:15:20,0.96,5.98,True,2018-11-27 10:00:00
30.86,Fenway,0.21,1022.83,0.0,2018-12-09 23:06:24,0.56,5.42,False,2018-12-09 23:00:00
37.39,Financial District,0.93,1017.88,0.002,2018-12-01 00:52:54,0.67,3.18,True,2018-12-01 00:00:00
30.53,Financial District,0.0,1015.05,0.0,2018-11-30 07:52:54,0.83,2.49,False,2018-11-30 07:00:00
20.59,Theatre District,0.51,1029.45,0.0,2018-12-13 07:45:01,0.59,3.6,False,2018-12-13 07:00:00
49.72,Back Bay,0.63,1020.99,0.0,2018-12-15 19:45:01,0.71,4.68,False,2018-12-15 19:00:00
44.83,Beacon Hill,1.0,1009.11,0.0,2018-11-26 21:05:10,0.85,9.24,False,2018-11-26 21:00:00
34.98,Back Bay,1.0,1004.07,0.002,2018-12-17 10:45:01,0.92,9.88,True,2018-12-17 10:00:00
44.33,Haymarket Square,0.93,988.52,0.0,2018-11-27 14:15:20,0.89,9.51,False,2018-11-27 14:00:00
43.17,North End,0.9,1014.56,0.004,2018-11-26 14:35:08,0.9,3.85,True,2018-11-26 14:00:00
44.18,North Station,0.99,1001.5,0.242,2018-11-27 03:15:20,0.89,12.4,True,2018-11-27 03:00:00
41.45,Haymarket Square,1.0,1016.49,0.0311,2018-12-02 12:52:54,0.92,8.59,True,2018-12-02 12:00:00
46.71,Fenway,0.93,1002.27,0.0,2018-12-03 03:52:54,0.93,2.97,False,2018-12-03 03:00:00
33.48,Back Bay,0.13,991.18,0.0,2018-11-28 10:02:11,0.83,5.55,False,2018-11-28 10:00:00
37.51,North Station,0.62,1000.56,0.0,2018-11-29 06:38:49,0.71,10.45,False,2018-11-29 06:00:00
44.83,Fenway,0.88,1000.7,0.0,2018-12-03 06:52:54,0.96,1.53,False,2018-12-03 06:00:00
39.88,North Station,0.32,992.08,0.0,2018-11-28 15:32:09,0.66,10.64,False,2018-11-28 15:00:00
41.1,North Station,0.97,1014.37,0.0,2018-11-26 07:16:51,0.92,1.82,False,2018-11-26 07:00:00
44.04,Haymarket Square,0.57,1006.84,0.0,2018-11-29 16:52:54,0.53,11.67,False,2018-11-29 16:00:00
43.59,North End,0.6,1006.73,0.0,2018-11-29 15:52:54,0.54,11.4,False,2018-11-29 15:00:00
38.61,West End,0.7,997.12,0.0,2018-11-29 01:02:08,0.71,9.92,False,2018-11-29 01:00:00
39.31,West End,0.21,1033.6,0.0,2018-12-14 15:45:02,0.66,3.2,False,2018-12-14 15:00:00
38.99,Financial District,0.11,1022.78,0.0,2018-12-01 15:53:05,0.63,3.36,False,2018-12-01 15:00:00
40.94,Fenway,1.0,991.85,0.0,2018-11-28 19:02:08,0.64,9.39,False,2018-11-28 19:00:00
44.6,Financial District,0.98,1005.99,0.196,2018-11-27 00:58:48,0.88,9.98,True,2018-11-27 00:00:00
42.97,Fenway,0.99,1016.12,0.0,2018-12-16 18:45:01,0.74,9.78,False,2018-12-16 18:00:00
42.03,Financial District,0.97,1014.37,0.0,2018-11-26 07:16:51,0.89,1.84,False,2018-11-26 07:00:00
42.64,Boston University,1.0,1017.4,0.0,2018-12-16 17:45:01,0.72,9.59,False,2018-12-16 17:00:00
47.9,Back Bay,0.99,1002.64,0.0,2018-12-03 01:52:54,0.93,1.87,False,2018-12-03 01:00:00
42.14,Financial District,0.86,1026.95,0.0,2018-12-15 00:45:01,0.78,5.09,False,2018-12-15 00:00:00
43.99,Northeastern University,1.0,998.11,0.0127,2018-11-27 05:45:20,0.9,14.16,True,2018-11-27 05:00:00
22.25,Theatre District,0.07,1027.96,0.0,2018-12-13 05:45:01,0.51,5.12,False,2018-12-13 05:00:00
38.34,Boston University,0.48,991.66,0.0,2018-11-28 14:02:08,0.67,11.62,False,2018-11-28 14:00:00
37.67,Haymarket Square,0.54,1023.02,0.0,2018-12-01 14:52:54,0.67,4.89,False,2018-12-01 14:00:00
28.77,Theatre District,0.27,1021.48,0.0,2018-12-10 02:40:34,0.6,5.17,False,2018-12-10 02:00:00
27.17,South Station,0.15,1033.4,0.0,2018-12-14 11:45:01,0.81,3.07,False,2018-12-14 11:00:00
40.64,Haymarket Square,0.93,1013.78,0.0,2018-11-26 05:17:45,0.92,3.01,False,2018-11-26 05:00:00
38.84,Back Bay,1.0,1005.53,0.0,2018-12-17 06:45:01,0.9,10.93,False,2018-12-17 06:00:00
32.77,North End,0.15,991.22,0.0,2018-11-28 10:32:07,0.85,6.4,False,2018-11-28 10:00:00
38.48,South Station,1.0,1001.84,0.0,2018-12-17 16:45:01,0.85,6.35,False,2018-12-17 16:00:00
43.59,Haymarket Square,0.59,1006.73,0.0,2018-11-29 15:52:54,0.54,11.38,False,2018-11-29 15:00:00
39.21,Fenway,1.0,1002.08,0.0,2018-12-17 16:45:01,0.83,6.23,False,2018-12-17 16:00:00
41.62,South Station,0.98,1014.35,0.0,2018-11-26 06:49:44,0.91,1.83,False,2018-11-26 06:00:00
38.59,Beacon Hill,0.67,997.23,0.0,2018-11-29 01:09:23,0.71,10.06,False,2018-11-29 01:00:00
34.36,Haymarket Square,0.83,1018.71,0.0,2018-12-01 04:52:54,0.76,3.8,False,2018-12-01 04:00:00
38.44,West End,0.17,1017.58,0.0,2018-11-30 15:52:54,0.67,2.94,False,2018-11-30 15:00:00
41.83,Fenway,0.79,990.84,0.0,2018-11-27 19:15:20,0.75,10.42,False,2018-11-27 19:00:00
43.39,Haymarket Square,1.0,996.39,0.011,2018-11-27 07:15:20,0.91,10.96,True,2018-11-27 07:00:00
41.19,Back Bay,0.61,991.57,0.0,2018-11-28 16:02:07,0.62,9.93,False,2018-11-28 16:00:00
41.02,North End,0.87,1014.4,0.0,2018-11-26 03:40:46,0.92,1.59,False,2018-11-26 03:00:00
44.01,Fenway,1.0,993.15,0.0237,2018-11-27 09:15:20,0.95,8.97,True,2018-11-27 09:00:00
40.91,Northeastern University,1.0,991.84,0.0,2018-11-28 19:02:08,0.64,9.43,False,2018-11-28 19:00:00
22.16,Northeastern University,0.08,1027.94,0.0,2018-12-13 05:45:01,0.51,5.06,False,2018-12-13 05:00:00
29.38,North End,0.59,1034.68,0.0,2018-12-14 06:45:01,0.73,0.83,False,2018-12-14 06:00:00
27.34,Haymarket Square,0.15,1033.4,0.0,2018-12-14 11:45:01,0.81,3.04,False,2018-12-14 11:00:00
43.67,Theatre District,0.97,1005.91,0.2231,2018-11-27 00:42:13,0.92,11.13,True,2018-11-27 00:00:00
45.28,North Station,0.97,988.8,0.0,2018-11-27 12:45:20,0.93,4.87,False,2018-11-27 12:00:00
35.94,Northeastern University,0.72,991.33,0.0,2018-11-28 12:32:07,0.72,7.63,False,2018-11-28 12:00:00
33.26,Fenway,0.13,991.18,0.0,2018-11-28 10:00:10,0.83,5.46,False,2018-11-28 10:00:00
42.33,Financial District,0.89,1015.01,0.0072,2018-11-26 13:35:10,0.91,3.63,True,2018-11-26 13:00:00
43.81,Financial District,0.5,1031.42,0.0,2018-12-14 17:45:02,0.62,3.75,False,2018-12-14 17:00:00
43.05,Northeastern University,0.81,990.82,0.0,2018-11-27 19:45:20,0.72,8.31,False,2018-11-27 19:00:00
44.05,Theatre District,1.0,995.96,0.0117,2018-11-27 07:45:20,0.92,12.43,True,2018-11-27 07:00:00
40.33,Northeastern University,1.0,1014.17,0.0,2018-11-26 06:14:15,0.92,1.13,False,2018-11-26 06:00:00
42.49,Haymarket Square,1.0,1017.42,0.0,2018-12-16 17:45:01,0.72,9.87,False,2018-12-16 17:00:00
23.85,North Station,0.33,1034.02,0.0,2018-12-13 14:45:02,0.61,3.02,False,2018-12-13 14:00:00
29.99,Northeastern University,1.0,1003.17,0.0,2018-12-18 07:45:01,0.59,13.03,False,2018-12-18 07:00:00
36.02,Beacon Hill,0.73,991.31,0.0,2018-11-28 12:32:07,0.72,7.69,False,2018-11-28 12:00:00
34.89,Beacon Hill,0.14,991.56,0.0,2018-11-28 07:25:54,0.79,6.49,False,2018-11-28 07:00:00
41.22,North End,0.86,1026.15,0.0,2018-12-15 01:45:01,0.85,5.23,False,2018-12-15 01:00:00
36.91,Back Bay,0.54,1001.6,0.0,2018-12-18 01:45:01,0.7,8.82,False,2018-12-18 01:00:00
43.25,Northeastern University,0.96,1014.5,0.0,2018-11-26 15:05:09,0.9,3.37,False,2018-11-26 15:00:00
43.96,West End,0.98,1005.99,0.1631,2018-11-27 00:59:13,0.9,9.98,True,2018-11-27 00:00:00
35.83,South Station,0.15,991.77,0.0,2018-11-28 07:34:35,0.77,6.74,False,2018-11-28 07:00:00
30.53,Back Bay,0.0,1015.05,0.0,2018-11-30 07:52:54,0.83,2.41,False,2018-11-30 07:00:00
40.2,West End,1.0,1010.97,0.025,2018-12-17 01:45:02,0.9,10.49,True,2018-12-17 01:00:00
37.94,South Station,0.76,996.81,0.0,2018-11-29 00:39:28,0.71,11.19,False,2018-11-29 00:00:00
45.99,Financial District,0.97,988.82,0.0,2018-11-27 12:45:20,0.91,5.0,False,2018-11-27 12:00:00
37.9,South Station,0.62,998.37,0.0,2018-11-29 04:02:07,0.7,9.36,False,2018-11-29 04:00:00
30.13,Boston University,0.77,1035.04,0.0,2018-12-14 01:45:01,0.68,2.3,False,2018-12-14 01:00:00
35.84,South Station,0.2,1023.75,0.0,2018-12-02 01:52:54,0.81,1.39,False,2018-12-02 01:00:00
45.01,North Station,0.96,988.4,0.0,2018-11-27 13:15:20,0.91,4.3,False,2018-11-27 13:00:00
38.87,Haymarket Square,0.11,992.27,0.0,2018-11-28 00:45:22,0.75,9.33,False,2018-11-28 00:00:00
20.31,West End,0.29,1032.54,0.0,2018-12-13 12:45:02,0.63,3.09,False,2018-12-13 12:00:00
39.34,Financial District,0.22,1010.76,0.0,2018-11-29 23:52:54,0.61,8.25,False,2018-11-29 23:00:00
29.95,Haymarket Square,0.72,1035.07,0.0,2018-12-14 04:45:01,0.71,1.62,False,2018-12-14 04:00:00
29.85,Beacon Hill,0.05,1016.53,0.0,2018-11-30 11:52:54,0.84,3.16,False,2018-11-30 11:00:00
23.07,Financial District,0.06,1027.47,0.0,2018-12-13 04:45:03,0.49,4.8,False,2018-12-13 04:00:00
43.34,West End,1.0,996.39,0.011,2018-11-27 07:15:20,0.91,10.93,True,2018-11-27 07:00:00
51.34,Boston University,1.0,1003.11,0.0,2018-12-02 20:52:54,0.92,3.6,False,2018-12-02 20:00:00
40.54,North Station,0.99,1014.86,0.0,2018-11-26 10:35:10,0.95,2.05,False,2018-11-26 10:00:00
33.65,North End,0.74,1018.84,0.0,2018-12-01 05:52:54,0.78,3.3,False,2018-12-01 05:00:00
37.65,Northeastern University,0.95,1017.5,0.0,2018-11-30 23:52:54,0.67,3.87,False,2018-11-30 23:00:00
29.92,Back Bay,0.72,1035.07,0.0,2018-12-14 04:45:02,0.71,1.58,False,2018-12-14 04:00:00
37.4,Theatre District,0.88,1002.91,0.0,2018-12-17 15:45:01,0.87,7.64,False,2018-12-17 15:00:00
36.36,Back Bay,0.0,1012.38,0.0,2018-11-30 02:52:54,0.68,6.79,False,2018-11-30 02:00:00
40.6,North Station,0.9,1013.83,0.0,2018-11-26 05:36:25,0.93,1.81,False,2018-11-26 05:00:00
43.8,Fenway,0.57,1006.75,0.0,2018-11-29 15:52:54,0.54,11.11,False,2018-11-29 15:00:00
40.15,Fenway,0.84,1022.45,0.0,2018-12-16 12:45:01,0.74,7.34,False,2018-12-16 12:00:00
34.53,Fenway,0.47,991.94,0.0,2018-11-28 08:27:00,0.81,6.13,False,2018-11-28 08:00:00
41.78,Boston University,0.16,1016.57,0.0,2018-11-30 16:52:54,0.57,2.46,False,2018-11-30 16:00:00
50.84,North Station,0.76,999.99,0.0,2018-12-03 13:52:54,0.89,6.17,False,2018-12-03 13:00:00
40.42,Northeastern University,0.88,1013.82,0.0,2018-11-26 05:36:25,0.93,1.82,False,2018-11-26 05:00:00
39.68,Back Bay,0.45,1023.95,0.0,2018-12-16 04:45:01,0.71,7.2,False,2018-12-16 04:00:00
39.39,North End,0.86,995.89,0.0,2018-11-28 23:49:34,0.66,10.45,False,2018-11-28 23:00:00
37.74,North Station,0.54,1023.02,0.0,2018-12-01 14:52:54,0.67,4.88,False,2018-12-01 14:00:00
39.56,Back Bay,0.28,991.77,0.0,2018-11-28 15:06:23,0.65,8.34,False,2018-11-28 15:00:00
36.35,West End,0.9,1018.82,0.0,2018-12-01 02:52:54,0.7,3.71,False,2018-12-01 02:00:00
35.02,Haymarket Square,0.15,991.75,0.0,2018-11-28 07:34:35,0.8,6.7,False,2018-11-28 07:00:00
38.77,Boston University,1.0,1005.57,0.0,2018-12-17 06:45:01,0.9,10.69,False,2018-12-17 06:00:00
49.95,Back Bay,0.42,1000.87,0.004,2018-12-03 21:52:54,0.52,7.55,True,2018-12-03 21:00:00
41.32,Haymarket Square,0.47,1022.56,0.0,2018-12-01 16:52:54,0.58,2.23,False,2018-12-01 16:00:00
34.93,Haymarket Square,0.52,991.75,0.0,2018-11-28 08:08:35,0.79,5.84,False,2018-11-28 08:00:00
30.46,South Station,0.14,1033.99,0.0,2018-12-14 12:45:01,0.74,2.39,False,2018-12-14 12:00:00
40.12,West End,0.94,1015.35,0.0,2018-11-26 11:35:08,0.95,2.34,False,2018-11-26 11:00:00
29.64,Boston University,0.69,1035.07,0.0,2018-12-14 05:45:02,0.72,1.51,False,2018-12-14 05:00:00
41.65,Financial District,0.98,1014.31,0.0,2018-11-26 06:50:30,0.9,1.76,False,2018-11-26 06:00:00
37.96,Northeastern University,0.55,991.86,0.0,2018-11-28 13:32:07,0.69,6.64,False,2018-11-28 13:00:00
45.29,Boston University,0.88,1009.85,0.0,2018-11-26 20:35:09,0.83,9.27,False,2018-11-26 20:00:00
40.43,Northeastern University,0.92,1013.76,0.0,2018-11-26 05:17:44,0.93,3.06,False,2018-11-26 05:00:00
45.62,West End,0.97,1021.2,0.0,2018-12-15 08:45:01,0.91,6.13,False,2018-12-15 08:00:00
45.32,Back Bay,0.98,1010.02,0.0,2018-11-26 20:05:09,0.83,8.12,False,2018-11-26 20:00:00
38.52,North Station,0.48,991.68,0.0,2018-11-28 14:06:23,0.67,11.35,False,2018-11-28 14:00:00
36.57,West End,0.54,1002.83,0.0,2018-11-29 09:52:54,0.71,9.47,False,2018-11-29 09:00:00
36.38,Back Bay,1.0,1004.04,0.0,2018-12-17 09:45:01,0.92,9.72,False,2018-12-17 09:00:00
40.99,Back Bay,0.1,1006.2,0.003,2018-11-29 13:52:54,0.59,10.45,True,2018-11-29 13:00:00
44.64,Theatre District,0.95,988.28,0.0,2018-11-27 13:45:20,0.91,6.57,False,2018-11-27 13:00:00
35.3,Northeastern University,0.25,991.59,0.0,2018-11-28 06:34:29,0.79,6.56,False,2018-11-28 06:00:00
40.49,Financial District,1.0,1014.18,0.0,2018-11-26 06:12:14,0.91,1.22,False,2018-11-26 06:00:00
29.9,Theatre District,0.0,1015.19,0.0,2018-11-30 08:52:54,0.85,2.46,False,2018-11-30 08:00:00
41.27,Theatre District,1.0,988.89,0.0,2018-11-27 15:15:20,0.88,12.02,False,2018-11-27 15:00:00
25.4,Financial District,0.51,1009.35,0.0,2018-12-18 13:45:02,0.49,13.07,False,2018-12-18 13:00:00
34.58,Fenway,0.83,991.23,0.0,2018-11-28 12:02:07,0.76,6.33,False,2018-11-28 12:00:00
51.81,Back Bay,0.91,1021.29,0.0,2018-12-15 18:45:01,0.73,5.5,False,2018-12-15 18:00:00
38.61,Beacon Hill,0.56,1022.04,0.0,2018-12-16 10:45:02,0.77,6.93,False,2018-12-16 10:00:00
32.64,Fenway,0.88,1020.18,0.0,2018-12-01 09:52:54,0.79,4.15,False,2018-12-01 09:00:00
44.56,Beacon Hill,1.0,992.97,0.006,2018-11-27 09:45:20,0.96,9.57,True,2018-11-27 09:00:00
43.74,Fenway,0.99,1002.55,0.179,2018-11-27 02:45:20,0.9,11.06,True,2018-11-27 02:00:00
38.76,Theatre District,0.21,1010.77,0.0,2018-11-29 23:52:54,0.62,8.21,False,2018-11-29 23:00:00
38.19,South Station,0.47,999.24,0.0,2018-11-29 05:17:35,0.69,10.19,False,2018-11-29 05:00:00
35.72,North End,0.2,1024.21,0.0,2018-12-02 00:52:54,0.78,1.87,False,2018-12-02 00:00:00
39.99,Back Bay,0.98,995.05,0.0,2018-11-28 23:02:09,0.63,9.97,False,2018-11-28 23:00:00
33.54,North End,0.12,991.2,0.0,2018-11-28 09:49:16,0.83,5.4,False,2018-11-28 09:00:00
29.34,Haymarket Square,0.59,1034.68,0.0,2018-12-14 06:45:02,0.73,0.83,False,2018-12-14 06:00:00
40.65,Northeastern University,0.38,1009.49,0.0,2018-11-29 21:26:51,0.59,9.99,False,2018-11-29 21:00:00
45.39,North End,0.97,988.8,0.0,2018-11-27 12:45:20,0.93,5.01,False,2018-11-27 12:00:00
45.7,South Station,0.98,1010.02,0.0,2018-11-26 20:05:08,0.82,8.2,False,2018-11-26 20:00:00
43.46,Beacon Hill,1.0,995.03,0.006,2018-11-27 08:15:20,0.92,10.1,True,2018-11-27 08:00:00
40.62,Fenway,0.85,1026.94,0.0,2018-12-15 00:45:02,0.83,4.98,False,2018-12-15 00:00:00
44.71,North End,1.0,1009.14,0.0038,2018-11-26 22:45:10,0.87,8.32,True,2018-11-26 22:00:00
39.94,North Station,0.11,1022.78,0.0,2018-12-01 15:53:05,0.61,3.36,False,2018-12-01 15:00:00
40.67,North Station,0.96,993.9,0.0,2018-11-28 20:43:20,0.66,9.99,False,2018-11-28 20:00:00
40.52,Haymarket Square,0.93,1015.17,0.0,2018-11-26 12:35:09,0.95,3.16,False,2018-11-26 12:00:00
40.21,Northeastern University,0.86,994.56,0.0,2018-11-28 21:41:35,0.66,9.84,False,2018-11-28 21:00:00
43.43,Theatre District,0.95,989.12,0.0,2018-11-27 14:45:20,0.89,11.9,False,2018-11-27 14:00:00
41.33,Haymarket Square,1.0,988.85,0.0,2018-11-27 15:15:20,0.88,12.04,False,2018-11-27 15:00:00
40.62,West End,0.96,993.91,0.0,2018-11-28 20:43:20,0.66,9.99,False,2018-11-28 20:00:00
38.52,Haymarket Square,0.57,997.62,0.002,2018-11-29 01:51:40,0.7,9.98,True,2018-11-29 01:00:00
40.9,Haymarket Square,0.86,993.96,0.0,2018-11-28 21:53:39,0.63,9.14,False,2018-11-28 21:00:00
37.89,Haymarket Square,0.98,1000.17,0.0,2018-11-29 06:49:50,0.69,10.02,False,2018-11-29 06:00:00
42.67,Beacon Hill,0.34,1029.36,0.0,2018-12-14 19:45:01,0.66,4.18,False,2018-12-14 19:00:00
46.2,Back Bay,0.91,1021.46,0.0,2018-12-15 09:45:01,0.89,5.79,False,2018-12-15 09:00:00
39.21,South Station,1.0,1005.16,0.0,2018-12-17 07:45:02,0.89,10.86,False,2018-12-17 07:00:00
44.05,Fenway,1.0,995.95,0.0133,2018-11-27 07:45:20,0.92,12.05,True,2018-11-27 07:00:00
45.57,South Station,0.98,1012.84,0.0,2018-11-26 17:05:08,0.85,6.27,False,2018-11-26 17:00:00
46.37,Haymarket Square,1.0,1010.17,0.0003,2018-12-02 16:52:54,0.94,7.13,True,2018-12-02 16:00:00
41.05,Back Bay,1.0,991.92,0.0,2018-11-28 19:06:23,0.64,9.5,False,2018-11-28 19:00:00
33.98,Financial District,1.0,1002.43,0.0,2018-12-18 06:45:01,0.6,13.43,False,2018-12-18 06:00:00
39.85,Financial District,0.99,1014.86,0.0,2018-11-26 10:35:10,0.96,2.03,False,2018-11-26 10:00:00
33.39,West End,0.12,991.2,0.0,2018-11-28 09:50:11,0.83,5.38,False,2018-11-28 09:00:00
23.14,Northeastern University,0.05,1027.5,0.0,2018-12-13 04:24:57,0.47,4.15,False,2018-12-13 04:00:00
42.11,Haymarket Square,0.89,1012.47,0.0431,2018-12-16 22:45:01,0.77,11.18,True,2018-12-16 22:00:00
33.57,Financial District,0.74,1018.84,0.0,2018-12-01 05:52:54,0.79,3.28,False,2018-12-01 05:00:00
24.3,North End,0.08,1026.82,0.0,2018-12-13 03:41:45,0.47,5.7,False,2018-12-13 03:00:00
45.89,Theatre District,0.08,1002.46,0.0,2018-12-04 00:52:54,0.59,6.12,False,2018-12-04 00:00:00
37.8,Fenway,0.54,1023.52,0.0,2018-12-01 22:52:54,0.72,2.4,False,2018-12-01 22:00:00
41.0,Boston University,0.43,1024.49,0.0,2018-12-16 02:45:01,0.71,6.2,False,2018-12-16 02:00:00
41.84,Theatre District,0.78,990.84,0.0,2018-11-27 19:15:20,0.75,10.36,False,2018-11-27 19:00:00
38.93,Boston University,0.99,1018.25,0.0457,2018-12-02 10:52:54,0.92,5.12,True,2018-12-02 10:00:00
29.9,Beacon Hill,0.69,1034.98,0.0,2018-12-14 03:45:01,0.71,1.92,False,2018-12-14 03:00:00
44.39,South Station,0.99,1001.47,0.2197,2018-11-27 03:15:20,0.88,12.59,True,2018-11-27 03:00:00
44.78,Financial District,1.0,1006.37,0.0587,2018-11-27 00:12:13,0.88,9.79,True,2018-11-27 00:00:00
28.45,Back Bay,0.53,1034.51,0.0,2018-12-14 08:45:01,0.77,3.12,False,2018-12-14 08:00:00
46.81,South Station,0.86,1001.89,0.0,2018-12-03 04:52:54,0.94,2.68,False,2018-12-03 04:00:00
34.85,Theatre District,0.14,991.56,0.0,2018-11-28 07:24:52,0.8,6.51,False,2018-11-28 07:00:00
40.83,West End,0.75,1028.45,0.0,2018-12-14 21:45:02,0.73,4.5,False,2018-12-14 21:00:00
38.2,West End,0.09,1011.71,0.0,2018-11-30 00:52:54,0.64,8.29,False,2018-11-30 00:00:00
50.67,West End,0.7,1000.21,0.0,2018-12-03 20:52:54,0.56,6.81,False,2018-12-03 20:00:00
41.1,North Station,0.93,989.88,0.0,2018-11-27 17:15:20,0.81,11.03,False,2018-11-27 17:00:00
40.08,Northeastern University,0.12,1022.78,0.0,2018-12-01 15:53:04,0.61,3.29,False,2018-12-01 15:00:00
44.24,Financial District,0.71,1006.79,0.0,2018-11-29 17:52:54,0.52,11.24,False,2018-11-29 17:00:00
39.98,North End,0.98,995.02,0.0,2018-11-28 23:02:09,0.64,10.04,False,2018-11-28 23:00:00
31.12,Theatre District,0.84,1034.67,0.0,2018-12-13 22:45:02,0.65,2.35,False,2018-12-13 22:00:00
43.23,Fenway,0.95,989.18,0.0,2018-11-27 14:45:20,0.89,11.97,False,2018-11-27 14:00:00
20.45,Financial District,0.29,1032.53,0.0,2018-12-13 12:45:02,0.63,3.12,False,2018-12-13 12:00:00
40.44,North Station,1.0,1014.19,0.0,2018-11-26 06:11:48,0.91,1.18,False,2018-11-26 06:00:00
34.34,North Station,0.83,1018.71,0.0,2018-12-01 04:52:54,0.76,3.79,False,2018-12-01 04:00:00
43.81,Northeastern University,1.0,998.82,0.0237,2018-11-27 05:15:20,0.9,13.55,True,2018-11-27 05:00:00
44.83,Financial District,0.99,1005.45,0.128,2018-11-27 01:15:20,0.88,11.14,True,2018-11-27 01:00:00
39.47,North End,0.83,995.66,0.0,2018-11-28 23:34:50,0.66,11.01,False,2018-11-28 23:00:00
51.16,Financial District,0.89,1000.1,0.0073,2018-12-03 12:52:54,0.87,4.52,True,2018-12-03 12:00:00
30.07,North Station,0.79,1035.03,0.0,2018-12-14 01:45:03,0.69,2.28,False,2018-12-14 01:00:00
50.29,Fenway,1.0,1004.06,0.0,2018-12-02 19:53:04,0.93,2.47,False,2018-12-02 19:00:00
35.49,Financial District,0.57,991.69,0.0,2018-11-28 07:54:48,0.77,5.65,False,2018-11-28 07:00:00
35.76,Haymarket Square,0.78,1001.88,0.0,2018-12-18 04:45:02,0.66,10.92,False,2018-12-18 04:00:00
33.49,Back Bay,0.41,991.97,0.0,2018-11-28 09:42:24,0.84,6.74,False,2018-11-28 09:00:00
41.86,South Station,0.18,1006.41,0.0,2018-11-29 14:52:54,0.57,10.43,False,2018-11-29 14:00:00
44.17,North End,0.71,1006.79,0.0,2018-11-29 17:52:54,0.52,11.3,False,2018-11-29 17:00:00
39.26,Beacon Hill,1.0,1019.53,0.0294,2018-12-02 08:52:54,0.86,4.03,True,2018-12-02 08:00:00
50.52,Beacon Hill,0.85,1022.08,0.0,2018-12-15 16:45:01,0.79,2.32,False,2018-12-15 16:00:00
28.76,Theatre District,0.31,1011.48,0.0,2018-12-18 16:45:01,0.47,14.6,False,2018-12-18 16:00:00
32.22,Financial District,0.7,1033.66,0.0,2018-12-13 18:45:02,0.56,2.39,False,2018-12-13 18:00:00
43.66,Haymarket Square,1.0,1023.74,0.0,2018-12-15 04:45:01,0.9,6.21,False,2018-12-15 04:00:00
38.51,Haymarket Square,0.74,1000.93,0.0,2018-12-17 23:45:01,0.7,9.99,False,2018-12-17 23:00:00
35.02,North Station,0.15,991.75,0.0,2018-11-28 07:31:10,0.8,6.6,False,2018-11-28 07:00:00
33.53,Back Bay,0.73,1018.85,0.0,2018-12-01 05:52:54,0.79,3.2,False,2018-12-01 05:00:00
