distance,cab_type,time_stamp,destination,source,price,surge_multiplier,name,ts_hour
2.46,Uber,2018-12-02 14:43:06.154,Beacon Hill,Fenway,8.5,1.0,UberPool,2018-12-02 14:00:00
2.97,Lyft,2018-12-16 21:35:09.336,Fenway,West End,10.5,1.25,Lyft,2018-12-16 21:00:00
5.44,Lyft,2018-12-03 02:13:02.872,Boston University,Financial District,38.0,1.0,Lux Black,2018-12-03 02:00:00
1.08,Lyft,2018-11-26 15:50:10.455,Haymarket Square,Financial District,10.5,1.0,Lyft XL,2018-11-26 15:00:00
4.12,Lyft,2018-12-01 00:53:04.295,Financial District,Northeastern University,45.5,1.0,Lux Black XL,2018-12-01 00:00:00
1.93,Lyft,2018-11-28 22:08:08.207,Beacon Hill,North End,19.5,1.0,Lux Black,2018-11-28 22:00:00
1.61,Uber,2018-11-29 06:49:52.062,Haymarket Square,Theatre District,9.0,1.0,UberPool,2018-11-29 06:00:00
3.08,Uber,2018-12-02 03:23:00.496,Northeastern University,West End,30.5,1.0,Black SUV,2018-12-02 03:00:00
2.46,Uber,2018-12-16 18:55:06.870,Beacon Hill,Fenway,22.0,1.0,Black,2018-12-16 18:00:00
7.46,Uber,2018-12-17 13:55:08.892,Northeastern University,Financial District,38.0,1.0,Black,2018-12-17 13:00:00
2.84,Uber,2018-11-29 20:58:03.880,Fenway,West End,10.5,1.0,WAV,2018-11-29 20:00:00
4.4,Uber,2018-11-29 08:18:00.666,Financial District,Fenway,36.0,1.0,Black SUV,2018-11-29 08:00:00
1.04,Lyft,2018-11-30 11:18:02.271,Northeastern University,Back Bay,26.0,1.0,Lux Black XL,2018-11-30 11:00:00
2.36,Lyft,2018-11-27 18:21:23.550,North Station,South Station,9.0,1.0,Lyft,2018-11-27 18:00:00
2.72,Uber,2018-11-27 00:54:21.952,West End,Fenway,9.5,1.0,UberPool,2018-11-27 00:00:00
3.3,Uber,2018-12-15 23:50:12.700,Northeastern University,North Station,32.5,1.0,UberXL,2018-12-15 23:00:00
2.38,Lyft,2018-11-27 09:30:22.252,Fenway,Beacon Hill,9.0,1.0,Lyft,2018-11-27 09:00:00
2.4,Lyft,2018-12-01 12:07:58.473,Back Bay,Boston University,22.5,1.0,Lux Black,2018-12-01 12:00:00
3.4,Lyft,2018-11-28 23:28:40.102,Northeastern University,Financial District,13.5,1.0,Lyft,2018-11-28 23:00:00
1.22,Uber,2018-11-30 19:58:10.764,Northeastern University,Back Bay,7.5,1.0,UberX,2018-11-30 19:00:00
2.84,Uber,2018-11-26 17:05:09.777,Fenway,West End,28.0,1.0,UberXL,2018-11-26 17:00:00
2.15,Lyft,2018-11-27 22:06:24.382,Northeastern University,Theatre District,7.0,1.0,Shared,2018-11-27 22:00:00
1.26,Lyft,2018-12-13 03:45:05.648,Haymarket Square,Financial District,7.0,1.0,Lyft,2018-12-13 03:00:00
2.95,Lyft,2018-11-28 17:02:08.386,Theatre District,Boston University,32.5,1.0,Lux Black XL,2018-11-28 17:00:00
1.56,Uber,2018-12-15 15:05:13.550,South Station,West End,27.0,1.0,Black SUV,2018-12-15 15:00:00
3.05,Lyft,2018-12-14 11:25:10.061,Back Bay,Haymarket Square,10.5,1.0,Lyft,2018-12-14 11:00:00
1.72,Lyft,2018-11-26 04:49:37.909,North End,Theatre District,19.5,1.0,Lux Black,2018-11-26 04:00:00
2.36,Lyft,2018-11-29 04:35:07.733,Back Bay,Haymarket Square,30.0,1.0,Lux Black XL,2018-11-29 04:00:00
1.5,Uber,2018-11-28 19:08:08.327,Back Bay,Fenway,7.0,1.0,UberX,2018-11-28 19:00:00
2.66,Lyft,2018-11-29 23:33:00.873,Beacon Hill,Boston University,16.5,1.0,Lyft XL,2018-11-29 23:00:00
0.39,Uber,2018-12-18 08:50:12.090,South Station,Financial District,9.0,1.0,UberXL,2018-12-18 08:00:00
3.03,Lyft,2018-12-18 05:50:11.695,Theatre District,Boston University,7.0,1.0,Shared,2018-12-18 05:00:00
1.04,Uber,2018-12-01 01:28:02.406,Financial District,North End,8.0,1.0,UberX,2018-12-01 01:00:00
1.44,Uber,2018-12-02 17:07:56.247,Boston University,Back Bay,8.5,1.0,UberX,2018-12-02 17:00:00
1.99,Uber,2018-12-03 21:03:04.052,Haymarket Square,North Station,9.5,1.0,UberX,2018-12-03 21:00:00
2.1,Lyft,2018-12-02 04:48:04.906,South Station,North Station,7.0,1.0,Shared,2018-12-02 04:00:00
1.05,Lyft,2018-12-14 01:30:12.591,Northeastern University,Back Bay,27.5,1.0,Lux Black XL,2018-12-14 01:00:00
0.46,Lyft,2018-12-04 01:02:58.404,South Station,Financial District,13.5,1.25,Lux,2018-12-04 01:00:00
1.24,Lyft,2018-12-01 02:18:08.631,Theatre District,Haymarket Square,16.5,1.0,Lux Black,2018-12-01 02:00:00
1.09,Lyft,2018-11-27 20:12:21.964,Theatre District,South Station,27.5,1.0,Lux Black XL,2018-11-27 20:00:00
4.48,Uber,2018-11-28 09:44:07.225,Fenway,Financial District,43.0,1.0,Black SUV,2018-11-28 09:00:00
5.37,Lyft,2018-11-29 01:02:08.714,Boston University,Financial District,10.5,1.0,Shared,2018-11-29 01:00:00
4.76,Lyft,2018-11-28 23:08:07.848,Financial District,Boston University,22.5,1.0,Lux,2018-11-28 23:00:00
3.26,Lyft,2018-11-26 22:48:10.810,North Station,Fenway,30.0,1.0,Lux Black,2018-11-26 22:00:00
2.91,Lyft,2018-11-27 00:42:14.404,Theatre District,Boston University,34.0,1.0,Lux Black XL,2018-11-27 00:00:00
1.96,Lyft,2018-12-16 21:10:11.268,Theatre District,Northeastern University,11.0,1.25,Lyft,2018-12-16 21:00:00
0.99,Uber,2018-12-01 05:08:02.320,Financial District,Haymarket Square,7.0,1.0,UberX,2018-12-01 05:00:00
1.64,Uber,2018-11-28 09:50:13.608,Back Bay,Northeastern University,18.0,1.0,Black,2018-11-28 09:00:00
2.38,Uber,2018-12-16 03:10:10.571,Theatre District,Fenway,20.5,1.0,Black,2018-12-16 03:00:00
1.01,Lyft,2018-12-14 15:50:12.080,Financial District,Haymarket Square,10.5,1.0,Lyft XL,2018-12-14 15:00:00
3.01,Lyft,2018-12-17 02:25:09.939,North End,Back Bay,9.0,1.0,Shared,2018-12-17 02:00:00
1.44,Uber,2018-11-26 09:41:09.897,Boston University,Back Bay,8.0,1.0,UberX,2018-11-26 09:00:00
1.45,Lyft,2018-12-01 11:48:00.418,Boston University,Back Bay,19.5,1.0,Lux Black,2018-12-01 11:00:00
3.64,Uber,2018-12-18 16:20:05.737,Financial District,Fenway,13.0,1.0,UberX,2018-12-18 16:00:00
3.61,Uber,2018-12-15 21:30:11.460,Back Bay,North End,11.5,1.0,UberX,2018-12-15 21:00:00
1.02,Lyft,2018-12-13 17:40:09.634,North Station,North End,11.0,1.0,Lyft XL,2018-12-13 17:00:00
0.75,Lyft,2018-11-26 05:36:26.258,Haymarket Square,West End,10.5,1.0,Lyft XL,2018-11-26 05:00:00
2.14,Uber,2018-12-16 19:20:03.693,South Station,West End,19.5,1.0,Black,2018-12-16 19:00:00
2.3,Uber,2018-12-04 00:27:59.029,Back Bay,Haymarket Square,9.0,1.0,UberX,2018-12-04 00:00:00
1.64,Uber,2018-11-29 12:48:02.132,Back Bay,Northeastern University,13.5,1.0,UberXL,2018-11-29 12:00:00
1.39,Lyft,2018-11-26 23:27:16.879,Fenway,Back Bay,16.5,1.0,Lux Black,2018-11-26 23:00:00
2.19,Uber,2018-12-02 20:47:59.754,North End,Beacon Hill,19.5,1.0,Black,2018-12-02 20:00:00
3.04,Uber,2018-12-03 23:53:01.456,West End,Boston University,7.5,1.0,UberPool,2018-12-03 23:00:00
2.27,Uber,2018-12-14 15:40:09.830,Boston University,Beacon Hill,22.0,1.0,Black,2018-12-14 15:00:00
2.01,Lyft,2018-12-01 12:02:56.652,Back Bay,Haymarket Square,16.5,1.0,Lux,2018-12-01 12:00:00
0.73,Lyft,2018-11-27 19:00:24.075,Haymarket Square,North Station,5.0,1.0,Shared,2018-11-27 19:00:00
2.68,Lyft,2018-12-02 08:32:56.388,Beacon Hill,Boston University,22.5,1.0,Lux Black,2018-12-02 08:00:00
5.7,Uber,2018-11-27 13:24:23.628,Boston University,Financial District,15.0,1.0,UberX,2018-11-27 13:00:00
2.33,Lyft,2018-12-01 07:28:03.894,Fenway,Beacon Hill,16.5,1.0,Lux,2018-12-01 07:00:00
2.27,Uber,2018-12-01 06:18:05.120,Boston University,Beacon Hill,20.5,1.0,Black,2018-12-01 06:00:00
1.46,Lyft,2018-12-15 11:45:10.232,Back Bay,Fenway,13.5,1.0,Lyft XL,2018-12-15 11:00:00
1.6,Lyft,2018-12-14 00:30:07.376,North End,Beacon Hill,19.5,1.0,Lux Black,2018-12-14 00:00:00
4.78,Lyft,2018-11-29 18:53:03.479,Financial District,Boston University,42.5,1.0,Lux Black XL,2018-11-29 18:00:00
2.98,Uber,2018-11-30 09:08:00.087,Theatre District,Boston University,11.0,1.0,UberX,2018-11-30 09:00:00
1.53,Lyft,2018-11-28 11:05:08.173,Back Bay,Boston University,19.5,1.0,Lux Black,2018-11-28 11:00:00
0.72,Lyft,2018-12-13 09:00:08.220,Haymarket Square,North Station,34.0,1.25,Lux Black XL,2018-12-13 09:00:00
1.8,Lyft,2018-12-02 03:23:02.300,North End,Theatre District,27.5,1.0,Lux Black XL,2018-12-02 03:00:00
1.34,Uber,2018-11-29 17:23:00.025,Fenway,Back Bay,10.0,1.0,UberPool,2018-11-29 17:00:00
0.71,Lyft,2018-12-14 10:55:07.018,West End,Haymarket Square,26.0,1.0,Lux Black XL,2018-12-14 10:00:00
3.2,Uber,2018-11-30 09:18:01.567,Northeastern University,West End,10.5,1.0,WAV,2018-11-30 09:00:00
0.56,Uber,2018-11-28 10:11:23.018,Haymarket Square,North Station,7.0,1.0,UberX,2018-11-28 10:00:00
4.1,Lyft,2018-11-30 00:33:00.754,Financial District,Fenway,34.0,1.0,Lux Black,2018-11-30 00:00:00
2.2,Uber,2018-12-16 19:20:10.211,Haymarket Square,Back Bay,17.0,1.0,UberXL,2018-12-16 19:00:00
1.29,Lyft,2018-12-04 05:42:56.111,Haymarket Square,Financial District,3.5,1.0,Shared,2018-12-04 05:00:00
2.19,Uber,2018-11-28 17:26:08.047,North End,Beacon Hill,27.0,1.0,Black SUV,2018-11-28 17:00:00
3.22,Uber,2018-11-28 22:28:44.279,North Station,Northeastern University,16.0,1.0,UberXL,2018-11-28 22:00:00
2.26,Lyft,2018-12-15 13:15:12.641,South Station,Beacon Hill,32.5,1.0,Lux Black XL,2018-12-15 13:00:00
1.76,Lyft,2018-11-28 11:50:07.922,North End,Beacon Hill,22.5,1.0,Lux Black,2018-11-28 11:00:00
2.19,Uber,2018-11-27 01:17:22.984,North End,Beacon Hill,9.0,1.0,UberX,2018-11-27 01:00:00
3.07,Uber,2018-11-28 10:44:08.247,North Station,Fenway,7.5,1.0,UberPool,2018-11-28 10:00:00
1.29,Lyft,2018-11-27 23:24:23.802,Haymarket Square,Financial District,11.0,1.0,Lyft XL,2018-11-27 23:00:00
2.27,Uber,2018-11-27 17:45:23.468,Boston University,Beacon Hill,9.5,1.0,UberX,2018-11-27 17:00:00
2.33,Uber,2018-11-30 15:38:02.730,Back Bay,North End,10.5,1.0,UberX,2018-11-30 15:00:00
0.39,Uber,2018-11-28 11:56:08.201,South Station,Financial District,7.0,1.0,UberX,2018-11-28 11:00:00
3.37,Uber,2018-11-29 01:43:38.712,Northeastern University,North Station,17.5,1.0,UberXL,2018-11-29 01:00:00
0.91,Uber,2018-12-18 15:35:13.190,Beacon Hill,Haymarket Square,8.5,1.0,WAV,2018-12-18 15:00:00
2.66,Uber,2018-12-01 01:13:08.693,Theatre District,Fenway,31.5,1.0,Black SUV,2018-12-01 01:00:00
2.49,Lyft,2018-12-13 13:20:07.597,Theatre District,Fenway,16.5,1.0,Lyft XL,2018-12-13 13:00:00
2.36,Uber,2018-12-02 11:38:02.961,Haymarket Square,Beacon Hill,9.5,1.0,WAV,2018-12-02 11:00:00
2.71,Uber,2018-12-13 19:35:12.130,West End,Fenway,16.0,1.0,UberXL,2018-12-13 19:00:00
2.33,Lyft,2018-12-16 06:10:04.727,Boston University,Beacon Hill,30.0,1.0,Lux Black XL,2018-12-16 06:00:00
3.07,Uber,2018-12-09 23:18:27.685,North Station,Fenway,12.5,1.0,UberPool,2018-12-09 23:00:00
2.9,Lyft,2018-11-26 23:15:14.407,Boston University,West End,10.5,1.0,Lyft,2018-11-26 23:00:00
2.7,Uber,2018-11-27 19:12:21.988,North End,Back Bay,9.5,1.0,UberX,2018-11-27 19:00:00
2.62,Uber,2018-11-29 21:26:56.470,Boston University,Theatre District,9.0,1.0,UberPool,2018-11-29 21:00:00
1.07,Lyft,2018-11-26 19:14:10.280,North End,North Station,7.0,1.0,Lyft,2018-11-26 19:00:00
1.96,Lyft,2018-12-01 20:47:57.672,Back Bay,Boston University,13.5,1.0,Lyft XL,2018-12-01 20:00:00
3.23,Uber,2018-12-18 04:40:11.501,North Station,Northeastern University,11.5,1.0,UberX,2018-12-18 04:00:00
1.01,Lyft,2018-12-18 01:55:12.309,Financial District,Haymarket Square,16.5,1.0,Lux Black,2018-12-18 01:00:00
3.42,Lyft,2018-11-26 06:25:01.753,Financial District,Fenway,34.0,1.0,Lux Black,2018-11-26 06:00:00
2.62,Lyft,2018-12-03 01:23:00.851,Beacon Hill,South Station,32.5,1.0,Lux Black XL,2018-12-03 01:00:00
2.66,Uber,2018-11-27 00:15:14.076,Fenway,Theatre District,9.5,1.0,UberPool,2018-11-27 00:00:00
2.19,Uber,2018-11-26 10:08:10.178,North End,Beacon Hill,13.5,1.0,UberXL,2018-11-26 10:00:00
2.66,Uber,2018-12-01 09:32:58.275,Theatre District,Fenway,9.5,1.0,WAV,2018-12-01 09:00:00
2.44,Uber,2018-12-01 15:28:01.342,Northeastern University,Financial District,25.0,1.0,Black,2018-12-01 15:00:00
2.34,Lyft,2018-11-30 05:58:04.925,Beacon Hill,South Station,26.0,1.0,Lux Black,2018-11-30 05:00:00
1.08,Lyft,2018-12-13 20:15:09.645,Northeastern University,Back Bay,5.0,1.0,Shared,2018-12-13 20:00:00
1.01,Uber,2018-12-13 16:45:11.896,North End,West End,5.5,1.0,UberPool,2018-12-13 16:00:00
3.44,Uber,2018-11-27 11:33:22.216,Back Bay,South Station,11.5,1.0,WAV,2018-11-27 11:00:00
2.4,Lyft,2018-12-18 10:10:05.571,Haymarket Square,Back Bay,10.5,1.0,Lyft,2018-12-18 10:00:00
2.62,Uber,2018-12-15 15:00:09.805,Boston University,Theatre District,10.5,1.0,WAV,2018-12-15 15:00:00
4.8,Lyft,2018-12-15 06:15:07.477,Boston University,Theatre District,32.5,1.0,Lux Black,2018-12-15 06:00:00
1.39,Uber,2018-12-02 16:58:04.918,Boston University,Back Bay,15.0,1.0,Black,2018-12-02 16:00:00
1.55,Lyft,2018-11-27 22:06:23.097,South Station,North Station,27.5,1.0,Lux Black XL,2018-11-27 22:00:00
2.24,Lyft,2018-12-14 21:55:10.591,South Station,Beacon Hill,16.5,1.0,Lux,2018-12-14 21:00:00
2.0,Lyft,2018-12-14 16:45:10.102,Back Bay,Haymarket Square,32.5,1.0,Lux Black XL,2018-12-14 16:00:00
1.81,Lyft,2018-11-29 08:32:57.351,Haymarket Square,Theatre District,16.5,1.0,Lux,2018-11-29 08:00:00
3.05,Lyft,2018-11-27 00:14:28.984,West End,Boston University,7.0,1.0,Shared,2018-11-27 00:00:00
2.44,Lyft,2018-12-13 22:10:06.884,Beacon Hill,Northeastern University,16.5,1.0,Lux,2018-12-13 22:00:00
1.34,Uber,2018-11-30 01:38:04.118,Fenway,Back Bay,16.0,1.0,Black,2018-11-30 01:00:00
0.55,Uber,2018-12-02 11:48:04.448,South Station,Theatre District,26.0,1.0,Black SUV,2018-12-02 11:00:00
2.19,Uber,2018-11-28 15:32:07.973,North End,Beacon Hill,20.5,1.0,Black,2018-11-28 15:00:00
3.39,Uber,2018-11-28 14:35:08.796,North Station,Boston University,23.0,1.0,Black,2018-11-28 14:00:00
3.39,Uber,2018-12-03 04:17:58.875,Northeastern University,North Station,10.5,1.0,WAV,2018-12-03 04:00:00
1.61,Uber,2018-12-15 06:40:14.097,Haymarket Square,Theatre District,13.0,1.0,UberXL,2018-12-15 06:00:00
3.04,Uber,2018-11-28 23:03:41.076,West End,Boston University,10.0,1.0,UberPool,2018-11-28 23:00:00
1.05,Lyft,2018-12-01 08:27:56.510,North End,West End,13.5,1.0,Lux,2018-12-01 08:00:00
2.84,Uber,2018-12-15 08:35:07.739,Fenway,West End,16.5,1.0,UberX,2018-12-15 08:00:00
1.0,Uber,2018-12-02 15:18:02.370,Financial District,Haymarket Square,7.0,1.0,WAV,2018-12-02 15:00:00
1.5,Uber,2018-11-27 04:51:22.018,Back Bay,Fenway,27.5,1.0,Black SUV,2018-11-27 04:00:00
3.24,Lyft,2018-12-15 01:05:10.794,North Station,Fenway,7.0,1.0,Shared,2018-12-15 01:00:00
2.75,Lyft,2018-12-15 22:20:03.457,Theatre District,Fenway,26.0,1.0,Lux Black,2018-12-15 22:00:00
2.83,Lyft,2018-12-17 16:30:03.453,Back Bay,North End,26.0,1.0,Lux Black,2018-12-17 16:00:00
1.36,Lyft,2018-12-17 01:50:11.185,South Station,Back Bay,22.5,1.0,Lux Black,2018-12-17 01:00:00
3.25,Lyft,2018-12-14 12:55:09.223,Back Bay,South Station,13.5,1.0,Lyft,2018-12-14 12:00:00
2.32,Uber,2018-12-16 19:55:13.269,Haymarket Square,Back Bay,21.5,1.0,Black,2018-12-16 19:00:00
3.1,Lyft,2018-11-27 17:06:23.974,Fenway,Theatre District,11.0,1.0,Lyft,2018-11-27 17:00:00
1.3,Uber,2018-11-28 18:50:08.259,Theatre District,South Station,9.5,1.0,WAV,2018-11-28 18:00:00
3.22,Uber,2018-12-17 00:55:15.366,North Station,Northeastern University,9.0,1.0,UberPool,2018-12-17 00:00:00
1.75,Lyft,2018-12-15 13:10:08.799,North End,Beacon Hill,19.5,1.0,Lux Black,2018-12-15 13:00:00
1.05,Lyft,2018-12-01 02:13:05.379,North End,West End,19.5,1.25,Lux Black,2018-12-01 02:00:00
3.39,Uber,2018-12-15 03:40:12.073,Northeastern University,North Station,19.5,1.0,UberXL,2018-12-15 03:00:00
2.5,Lyft,2018-11-28 09:59:07.319,Northeastern University,Beacon Hill,7.0,1.0,Shared,2018-11-28 09:00:00
2.78,Lyft,2018-12-14 10:50:03.572,Back Bay,North End,19.5,1.0,Lux,2018-12-14 10:00:00
0.52,Uber,2018-12-09 23:18:27.156,Beacon Hill,Haymarket Square,6.5,1.0,UberX,2018-12-09 23:00:00
2.9,Uber,2018-12-04 00:27:58.848,Fenway,West End,18.0,1.0,UberXL,2018-12-04 00:00:00
1.28,Uber,2018-11-27 18:24:22.028,Theatre District,South Station,9.5,1.0,WAV,2018-11-27 18:00:00
1.19,Uber,2018-12-16 02:05:07.670,North End,North Station,26.0,1.0,Black SUV,2018-12-16 02:00:00
2.73,Uber,2018-11-26 09:56:09.590,Back Bay,North End,25.0,1.0,Black,2018-11-26 09:00:00
2.32,Uber,2018-12-01 06:27:59.999,Haymarket Square,Back Bay,12.0,1.0,UberPool,2018-12-01 06:00:00
2.93,Lyft,2018-12-14 13:30:13.458,Theatre District,Boston University,32.5,1.0,Lux Black XL,2018-12-14 13:00:00
2.97,Lyft,2018-11-27 08:51:22.159,North End,Back Bay,11.0,1.0,Lyft,2018-11-27 08:00:00
0.57,Lyft,2018-11-26 17:32:10.658,North Station,Haymarket Square,3.5,1.0,Shared,2018-11-26 17:00:00
2.84,Uber,2018-12-18 11:15:05.256,Fenway,West End,8.5,1.0,UberPool,2018-12-18 11:00:00
3.47,Lyft,2018-12-03 06:32:59.153,North Station,Boston University,38.0,1.0,Lux Black XL,2018-12-03 06:00:00
4.87,Lyft,2018-11-27 08:18:22.171,Boston University,Theatre District,13.5,1.0,Lyft,2018-11-27 08:00:00
0.61,Uber,2018-12-18 12:05:12.071,West End,Haymarket Square,7.5,1.0,UberX,2018-12-18 12:00:00
1.64,Uber,2018-11-28 16:26:07.987,Back Bay,Northeastern University,8.0,1.0,WAV,2018-11-28 16:00:00
1.99,Lyft,2018-11-29 13:12:59.731,South Station,North Station,10.5,1.0,Lyft,2018-11-29 13:00:00
1.03,Uber,2018-11-28 14:23:08.163,North Station,North End,12.0,1.0,UberXL,2018-11-28 14:00:00
3.14,Lyft,2018-11-29 16:33:02.809,West End,Boston University,10.5,1.0,Lyft,2018-11-29 16:00:00
1.92,Uber,2018-12-17 22:50:10.813,Northeastern University,Beacon Hill,15.0,1.0,UberXL,2018-12-17 22:00:00
0.99,Uber,2018-11-28 17:32:08.406,Financial District,Haymarket Square,7.0,1.0,WAV,2018-11-28 17:00:00
1.23,Lyft,2018-12-03 14:27:58.812,Theatre District,Haymarket Square,3.5,1.0,Shared,2018-12-03 14:00:00
1.02,Lyft,2018-12-04 01:32:57.173,Northeastern University,Back Bay,26.0,1.0,Lux Black XL,2018-12-04 01:00:00
2.66,Uber,2018-12-13 21:35:12.699,Theatre District,Fenway,10.5,1.0,WAV,2018-12-13 21:00:00
2.46,Uber,2018-11-29 20:23:05.788,Beacon Hill,Fenway,8.5,1.0,UberPool,2018-11-29 20:00:00
2.27,Uber,2018-12-03 16:48:00.844,Boston University,Beacon Hill,26.5,1.0,Black SUV,2018-12-03 16:00:00
3.04,Uber,2018-12-16 02:55:05.720,West End,Boston University,17.0,1.0,UberXL,2018-12-16 02:00:00
1.23,Lyft,2018-12-14 01:55:12.462,Back Bay,Northeastern University,3.0,1.0,Shared,2018-12-14 01:00:00
3.47,Lyft,2018-12-15 10:30:09.559,Back Bay,North End,38.5,1.0,Lux Black XL,2018-12-15 10:00:00
0.72,Uber,2018-12-17 21:20:04.051,Haymarket Square,West End,7.5,1.0,WAV,2018-12-17 21:00:00
1.45,Lyft,2018-12-02 03:18:01.852,Fenway,Back Bay,13.5,1.0,Lux,2018-12-02 03:00:00
2.31,Uber,2018-11-29 21:47:56.444,Fenway,Beacon Hill,8.5,1.0,UberPool,2018-11-29 21:00:00
4.55,Lyft,2018-11-27 08:36:21.917,Fenway,Financial District,9.0,1.0,Shared,2018-11-27 08:00:00
4.53,Lyft,2018-12-14 05:10:13.864,Fenway,Financial District,30.0,1.0,Lux Black,2018-12-14 05:00:00
3.41,Lyft,2018-11-27 01:21:23.266,Northeastern University,Financial District,11.0,1.0,Lyft,2018-11-27 01:00:00
2.74,Lyft,2018-12-01 04:28:04.790,North End,Back Bay,34.0,1.0,Lux Black XL,2018-12-01 04:00:00
3.47,Lyft,2018-12-16 17:50:09.086,North Station,Boston University,10.5,1.0,Lyft,2018-12-16 17:00:00
3.44,Uber,2018-12-18 12:55:08.932,Back Bay,South Station,16.5,1.0,UberXL,2018-12-18 12:00:00
0.82,Uber,2018-11-26 18:20:09.809,Financial District,Haymarket Square,8.0,1.0,UberPool,2018-11-26 18:00:00
2.8,Uber,2018-12-16 00:05:06.292,Boston University,West End,18.5,1.0,UberXL,2018-12-16 00:00:00
1.08,Uber,2018-12-03 04:08:01.854,North End,North Station,11.5,1.0,UberXL,2018-12-03 04:00:00
2.66,Uber,2018-11-27 05:36:23.820,Fenway,Theatre District,9.5,1.0,UberX,2018-11-27 05:00:00
1.57,Uber,2018-12-17 16:25:06.425,North End,Theatre District,18.5,1.0,Black,2018-12-17 16:00:00
2.17,Uber,2018-12-14 07:20:09.811,South Station,North Station,9.0,1.0,UberPool,2018-12-14 07:00:00
1.34,Uber,2018-12-17 00:50:03.398,Fenway,Back Bay,15.0,1.0,Black,2018-12-17 00:00:00
1.81,Uber,2018-12-18 14:35:09.105,Northeastern University,Theatre District,18.0,1.0,Black,2018-12-18 14:00:00
2.35,Uber,2018-12-09 23:13:27.030,North End,Back Bay,16.5,1.0,UberXL,2018-12-09 23:00:00
0.65,Lyft,2018-12-14 05:45:15.634,West End,Haymarket Square,26.0,1.0,Lux Black XL,2018-12-14 05:00:00
1.73,Lyft,2018-12-03 11:03:02.529,West End,South Station,13.5,1.0,Lyft XL,2018-12-03 11:00:00
4.55,Uber,2018-12-04 02:18:04.692,Financial District,Northeastern University,28.5,1.0,Black,2018-12-04 02:00:00
1.46,Uber,2018-12-17 11:30:03.440,North End,Beacon Hill,14.0,1.0,UberXL,2018-12-17 11:00:00
1.39,Lyft,2018-12-01 12:28:02.340,Fenway,Back Bay,26.0,1.0,Lux Black XL,2018-12-01 12:00:00
2.61,Lyft,2018-12-17 10:55:14.635,Beacon Hill,South Station,13.5,1.0,Lyft XL,2018-12-17 10:00:00
3.5,Lyft,2018-12-15 04:05:11.461,North Station,Boston University,19.5,1.0,Lux,2018-12-15 04:00:00
3.31,Lyft,2018-12-13 17:50:10.483,Northeastern University,North Station,26.0,1.0,Lux Black,2018-12-13 17:00:00
1.41,Uber,2018-11-29 14:28:02.808,Theatre District,North End,8.0,1.0,UberPool,2018-11-29 14:00:00
2.86,Uber,2018-12-15 06:55:15.011,West End,Northeastern University,9.0,1.0,WAV,2018-12-15 06:00:00
2.48,Uber,2018-12-13 19:50:12.129,South Station,Beacon Hill,8.5,1.0,WAV,2018-12-13 19:00:00
0.49,Uber,2018-12-16 19:35:09.954,North Station,Haymarket Square,7.0,1.0,WAV,2018-12-16 19:00:00
2.84,Uber,2018-11-29 02:06:47.800,Fenway,West End,9.5,1.0,WAV,2018-11-29 02:00:00
2.93,Lyft,2018-12-01 18:48:00.154,Fenway,West End,10.5,1.0,Lyft,2018-12-01 18:00:00
1.43,Lyft,2018-11-29 03:44:08.223,Back Bay,Fenway,13.5,1.0,Lux,2018-11-29 03:00:00
3.19,Lyft,2018-11-29 22:03:00.384,Fenway,North Station,19.5,1.0,Lux,2018-11-29 22:00:00
1.46,Lyft,2018-11-29 07:18:01.864,Back Bay,Fenway,13.5,1.0,Lux,2018-11-29 07:00:00
3.42,Lyft,2018-12-04 00:37:59.175,Northeastern University,Financial District,9.0,1.0,Shared,2018-12-04 00:00:00
1.06,Lyft,2018-11-27 11:51:21.965,Northeastern University,Back Bay,38.5,1.5,Lux Black XL,2018-11-27 11:00:00
0.77,Lyft,2018-11-30 19:43:08.669,Haymarket Square,West End,27.5,1.0,Lux Black XL,2018-11-30 19:00:00
1.28,Lyft,2018-12-15 21:55:05.391,Haymarket Square,Financial District,16.5,1.0,Lux Black,2018-12-15 21:00:00
1.41,Lyft,2018-12-15 14:25:14.490,Fenway,Back Bay,16.5,1.0,Lux Black,2018-12-15 14:00:00
1.08,Lyft,2018-12-03 16:08:01.151,North End,North Station,5.0,1.0,Shared,2018-12-03 16:00:00
1.24,Lyft,2018-11-27 10:03:22.365,Beacon Hill,Haymarket Square,7.0,1.0,Shared,2018-11-27 10:00:00
3.01,Uber,2018-12-18 17:55:06.614,Boston University,North Station,23.0,1.0,Black,2018-12-18 17:00:00
2.38,Lyft,2018-12-14 16:35:08.860,North Station,South Station,16.5,1.0,Lux,2018-12-14 16:00:00
3.01,Uber,2018-11-27 18:36:22.147,Boston University,North Station,10.0,1.0,UberPool,2018-11-27 18:00:00
3.07,Uber,2018-12-15 07:05:03.639,North Station,Fenway,10.0,1.0,UberPool,2018-12-15 07:00:00
2.84,Uber,2018-11-29 08:28:00.811,Back Bay,North End,11.5,1.0,WAV,2018-11-29 08:00:00
4.76,Uber,2018-11-28 10:38:07.673,Financial District,Boston University,32.0,1.0,Black,2018-11-28 10:00:00
4.41,Lyft,2018-11-29 03:23:07.861,Financial District,Boston University,13.5,1.0,Lyft,2018-11-29 03:00:00
0.99,Uber,2018-12-15 23:30:12.517,Financial District,Haymarket Square,7.0,1.0,UberPool,2018-12-15 23:00:00
